CommitID,LocalRepoName,TargetDirectory
844081f3847d3bfbce57e69d4b7675b0367cde1b,ide,libraries\vs\core
3ec7f3707592f618118a5ac79c8330c61f2b57fd,lite,lib\vs\vi
